municipio_nombre,municipio_id,objeto,establecimiento,nombre_establecimiento,longitud,latitud,
25 de Mayo,06854,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Esteban Echeverría,-60.0787,-35.1672,
25 de Mayo,06854,Edificio de Cultura,Comité Cultural y Biblioteca,Comité Cultural y Biblioteca Juan Francisco Ibarra,-60.1714,-35.4329,
9 de Julio,06588,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Anastasio Prieto,-60.8667,-35.4333,
9 de Julio,06588,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular José Ingenieros,-60.8834,-35.446,
9 de Julio,06588,Edificio de Cultura,Cine Teatro,Cine Teatro Rossini,-60.8846,-35.4455,
Adolfo Alsina,06007,Edificio de Cultura,Biblioteca Popular Pública,Biblioteca Popular Pública Adolfo Alsina,-62.7601,-37.1809,
Adolfo Alsina,06007,Edificio de Cultura,Museo,Museo Regional Doctor Adolfo Alsina,-62.7618,-37.1812,
Adolfo Alsina,06007,Edificio de Cultura,Otro,Casa del Bicentenario,-63.0009,-37.0005,
Adolfo Alsina,06007,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular José Ingenieros,-63.2471,-37.1626,
Adolfo Gonzales Chaves,06014,Edificio de Cultura,Sociedad Biblioteca Popular,Sociedad Biblioteca Popular Bernardino Rivadavia,-60.0994,-38.0346,
Adolfo Gonzales Chaves,06014,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Doctor Víctor H. Barrera,-60.4145,-37.9625,
Alberti,06021,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Andrés Vaccarezza,-60.2783,-35.0311,
Alberti,06021,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Florentino Ameghino,-60.305,-34.8417,
Almirante Brown,06028,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Alfonsina Storni,-58.3243,-34.7777,
Almirante Brown,06028,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Gabriela Mistral,-58.3272,-34.7733,
Almirante Brown,06028,Edificio de Cultura,Otro,La Casa Espacio de Debate y Cultura,-58.3345,-34.7975,
Almirante Brown,06028,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Mahatma Gandhi,-58.3364,-34.7999,
Almirante Brown,06028,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Arturo Jauretche,-58.3549,-34.7742,
Almirante Brown,06028,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Tito Brandsma,-58.3606,-34.7711,
Almirante Brown,06028,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Epifanía de la Bra. de Echagué,-58.3667,-34.7833,
Almirante Brown,06028,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Manuel Belgrano del Barrio de Villa Paris,-58.3788,-34.879,
Almirante Brown,06028,Edificio de Cultura,Otro,Amigos de la Biblioteca Esteban Adrogue,-58.3815,-34.7973,
Almirante Brown,06028,Edificio de Cultura,Centro Cultural,Centro Cultural El Gaucho,-58.3853,-34.826,
Almirante Brown,06028,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Pablo Rojas Paz,-58.3858,-34.8915,
Almirante Brown,06028,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Atahualpa Yupanqui,-58.3864,-34.8586,
Almirante Brown,06028,Edificio de Cultura,Centro Cultural,Centro Cultural de Adrogue,-58.388,-34.801,
Almirante Brown,06028,Edificio de Cultura,Biblioteca Popular y Sociedad de Fomento,Biblioteca Popular y Sociedad de Fomento Martín Fierro,-58.3884,-34.8683,
Almirante Brown,06028,Edificio de Cultura,Espacio Cultural,Espacio Cultural Superarte,-58.391,-34.8601,
Almirante Brown,06028,Edificio de Cultura,Museo,Museo Claudio León Sempere,-58.3945,-34.8273,
Almirante Brown,06028,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Mariano Moreno,-58.395,-34.8264,
Almirante Brown,06028,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Fray Luis Beltran,-58.3995,-34.8944,
Almirante Brown,06028,Edificio de Cultura,Otro,El Semillero,-58.4156,-34.8096,
Arrecifes,06077,Edificio de Cultura,Biblioteca Popular Municipal,Biblioteca Popular Municipal Teniente General Bme. Mitre,-60.1083,-34.0632,
Avellaneda,06035,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan M. de Pueyrredón,-58.316,-34.7007,
Avellaneda,06035,Edificio de Cultura,Centro Cultural,Centro Cultural J. Lynch,-58.3196,-34.6972,
Avellaneda,06035,Edificio de Cultura,Biblioteca Popular y Sociedad de Fomento,Biblioteca Popular y Sociedad de Fomento Nicolás Avellaneda,-58.3207,-34.6902,
Avellaneda,06035,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Oscar Smith,-58.324,-34.7157,
Avellaneda,06035,Edificio de Cultura,Espacio Cultural,Sarandiarte Espacio cultural,-58.3441,-34.6747,
Avellaneda,06035,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Dock Sud,-58.3477,-34.65,
Avellaneda,06035,Edificio de Cultura,Sociedad de Fomento Cultura y Biblioteca Popular,Sociedad de Fomento Cultura y Biblioteca Popular Domingo Faustino Sarmi,-58.3525,-34.6844,
Avellaneda,06035,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Maestro Alfredo Bravo,-58.3542,-34.6667,
Avellaneda,06035,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular General Mitre,-58.3553,-34.6751,
Avellaneda,06035,Edificio de Cultura,Teatro,Teatro Roma,-58.3633,-34.6621,
Avellaneda,06035,Edificio de Cultura,Centro Municipal de Arte,Centro Municipal de Arte de Avellaneda,-58.3654,-34.6631,
Avellaneda,06035,Edificio de Cultura,Teatro,Teatro de la Cuadra,-58.3657,-34.6604,
Avellaneda,06035,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Doctor Estanislao S. Zeballos,-58.3687,-34.6631,
Avellaneda,06035,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan Bautista Alberdi,-58.3737,-34.6782,
Avellaneda,06035,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Enrique del Valle Iberlucea,-58.3756,-34.6827,
Avellaneda,06035,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Presidente Avellaneda,-58.3786,-34.6666,
Avellaneda,06035,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Alfredo Palacios,-58.3891,-34.6692,
Avellaneda,06035,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Veladas de estudio despues del trabajo,-58.391,-34.6719,
Ayacucho,06042,Edificio de Cultura,Biblioteca Pública Municipal,Biblioteca Pública Municipal Manuel Vilardaga,-58.4855,-37.1511,
Ayacucho,06042,Edificio de Cultura,Cine,Espacio INCAA Cine Unicen,-58.9958,-36.9988,
Ayacucho,06042,Edificio de Cultura,Centro Cultural,Centro Cultural Universitario de Tandil,-58.9999,-36.9925,
Ayacucho,06042,Edificio de Cultura,Otro,Casa de la Historia y la Cultura del Bicentenario de Tandil,-59.0021,-37.0043,
Azul,06049,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Almafuerte,-59.4998,-36.38,
Azul,06049,Edificio de Cultura,Espacio Cultural,Espacio Cultural La Criba,-59.8555,-36.7764,
Azul,06049,Edificio de Cultura,Museo,Museo de Arte López Claro,-59.861,-36.7754,
Azul,06049,Edificio de Cultura,Museo Etnográfico,Museo Etnográfico Enrique Squirriu,-59.8649,-36.776,
Azul,06049,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Bartolomé J. Ronco,-59.8746,-36.7876,
Azul,06049,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Asociación Cultural de Chillar,-59.982,-37.3131,
Bahía Blanca,06056,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Mariano Moreno,-61.8927,-38.4843,
Bahía Blanca,06056,Edificio de Cultura,Museo,Museo de la Aviación Naval,-62.1647,-38.7354,
Bahía Blanca,06056,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Ingeniero Domingo Pronsato,-62.1891,-38.7142,
Bahía Blanca,06056,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Martín Allica,-62.2126,-38.7397,
Bahía Blanca,06056,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Don Germán García,-62.2196,-38.6976,
Bahía Blanca,06056,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Rosario Sur,-62.2429,-38.7413,
Bahía Blanca,06056,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Ingeniero C. Cipolletti,-62.2438,-38.7148,
Bahía Blanca,06056,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Bartolomé Mitre,-62.2455,-38.7297,
Bahía Blanca,06056,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Concepcion U. de Pedernera,-62.249,-38.7142,
Bahía Blanca,06056,Edificio de Cultura,Teatro,Teatro La Panadería,-62.2564,-38.7198,
Bahía Blanca,06056,Edificio de Cultura,Otro,Factor C Espacio de encuentro,-62.2575,-38.7163,
Bahía Blanca,06056,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Pajarita de Papel,-62.2587,-38.7289,
Bahía Blanca,06056,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Roberto Payró,-62.2595,-38.7076,
Bahía Blanca,06056,Edificio de Cultura,Museo y Archivo Histórico Municipal,Museo y Archivo Histórico Municipal,-62.26,-38.715,
Bahía Blanca,06056,Edificio de Cultura,Museo,Museo Taller Ferrowhite,-62.2617,-38.7883,
Bahía Blanca,06056,Edificio de Cultura,Museo,Museo de Arte Contemporáneo,-62.2623,-38.713,
Bahía Blanca,06056,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Eduardo Mallea,-62.2634,-38.755,
Bahía Blanca,06056,Edificio de Cultura,Teatro,Teatro Apolo,-62.266,-38.7159,
Bahía Blanca,06056,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Mariano Moreno,-62.2664,-38.7825,
Bahía Blanca,06056,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Bernardino Rivadavia,-62.2671,-38.7189,
Bahía Blanca,06056,Edificio de Cultura,Museo,Museo del Puerto,-62.2673,-38.7869,
Bahía Blanca,06056,Edificio de Cultura,Museo,Museo de la Casa de la Cultura,-62.2673,-38.7056,
Bahía Blanca,06056,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Simón Rodríguez,-62.2987,-38.6976,
Bahía Blanca,06056,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Villa Duprat,-62.2997,-38.689,
Bahía Blanca,06056,Edificio de Cultura,Museo,Museo de Ciencias,-62.3087,-38.6928,
Bahía Blanca,06056,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Gabriela Mistral,-62.3111,-38.7212,
Bahía Blanca,06056,Edificio de Cultura,Asociación,Asociación Asoc. José Hernández,-62.3944,-38.7193,
Balcarce,06063,Edificio de Cultura,Biblioteca Pública,Biblioteca Pública Pablo A. Pizzurno,-58.2544,-37.8457,
Balcarce,06063,Edificio de Cultura,Museo,Museo Juan Manuel Fangio,-58.2555,-37.8482,
Balcarce,06063,Edificio de Cultura,Cine,Cine Paris Balcarce,-58.2562,-37.8486,
Baradero,06070,Edificio de Cultura,Museo Aeronáutico,Museo Aeronáutico Baradero Vicente 'Tito' Churán,-59.4934,-33.8181,
Baradero,06070,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-59.5014,-33.8071,
Baradero,06070,Edificio de Cultura,Teatro,Teatro San Martín,-59.5014,-33.805,
Baradero,06070,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular José Manuel Estrada,-59.502,-33.8059,
Baradero,06070,Edificio de Cultura,Biblioteca Popular Municipal,Biblioteca Popular Municipal Fray Luis de Bolaños,-59.5052,-33.8047,
Baradero,06070,Edificio de Cultura,Teatro,Teatro Colón Baradero,-59.5055,-33.8056,
Baradero,06070,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Mario Bravo,-59.5067,-33.8099,
Benito Juárez,06084,Edificio de Cultura,Biblioteca Popular Escolar,Biblioteca Popular Escolar Alfonsina Storni,-59.3901,-37.6384,
Benito Juárez,06084,Edificio de Cultura,Centro Cultural,Centro Cultural Atilio Marinelli,-59.8063,-37.6748,
Benito Juárez,06084,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan J. Bernal Torres,-59.8064,-37.6722,
Berazategui,06091,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Padre Carlos Mágica,-58.1574,-34.7905,
Berazategui,06091,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular José Ingenieros,-58.1749,-34.7841,
Berazategui,06091,Edificio de Cultura,Biblioteca,Biblioteca Juan María Gutiérrez,-58.1825,-34.8348,
Berazategui,06091,Edificio de Cultura,Biblioteca,Biblioteca Fragata Sarmiento,-58.1831,-34.8066,
Berazategui,06091,Edificio de Cultura,Centro Cultural,Centro Cultural León F. Rigolleau,-58.2007,-34.7582,
Berazategui,06091,Edificio de Cultura,Biblioteca Popular y Centro,Biblioteca Popular y Centro Victoria Ocampo,-58.206,-34.7868,
Berazategui,06091,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Manuel Belgrano,-58.2065,-34.7647,
Berazategui,06091,Edificio de Cultura,Museo,Museo del Golf,-58.2147,-34.7835,
Berazategui,06091,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Fundaterra,-58.2641,-34.7726,
Berisso,06098,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Mariano Moreno,-57.809,-34.8982,
Berisso,06098,Edificio de Cultura,Biblioteca,Biblioteca Manuel Belgrano,-57.8495,-34.8785,
Berisso,06098,Edificio de Cultura,Museo,Museo de Berisso,-57.8556,-34.8764,
Berisso,06098,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Belisario Roldan,-57.8607,-34.8907,
Berisso,06098,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Presbítero Pascual Ruberto,-57.8674,-34.8843,
Berisso,06098,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular General Manuel Belgrano,-57.8805,-34.868,
Berisso,06098,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Mariano Moreno,-57.8811,-34.8709,
Berisso,06098,Edificio de Cultura,Museo,Museo Ornitológico Municipal de Berisso,-57.8838,-34.8687,
Berisso,06098,Edificio de Cultura,Biblioteca,Biblioteca Fiorentino Ameghino,-57.8852,-34.8689,
Berisso,06098,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Pestalozzi,-57.8891,-34.8715,
Berisso,06098,Edificio de Cultura,Biblioteca,Biblioteca Ricardo Güiraldes,-57.89,-34.8841,
Berisso,06098,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Almafuerte,-57.8942,-34.8778,
Berisso,06098,Edificio de Cultura,Museo,Museo de la Soda y El Sifón,-57.9221,-34.9012,
Berisso,06098,Edificio de Cultura,Museo,Museo de Historia de la Medicina Dr. Santiago Garostiague,-57.9283,-34.9095,
Bolívar,06105,Edificio de Cultura,Cine,Espacio INCAA Cine Avenida,-60.998,-35.9986,
Bolívar,06105,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular María Alcira Cabrera,-61.1092,-36.2253,
Bolívar,06105,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Bernardino Rivadavia,-61.1135,-36.2321,
Bolívar,06105,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-61.1174,-36.2278,
Bolívar,06105,Edificio de Cultura,Teatro,Teatro El Mangrullo,-61.119,-36.2251,
Bolívar,06105,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan María Gutiérrez,-61.1251,-36.2221,
Bolívar,06105,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-61.4216,-36.4321,
Bragado,06112,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular José Ingenieros,-60.4212,-35.0749,
Bragado,06112,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Manuel Belgrano,-60.4897,-35.1154,
Bragado,06112,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Florencio López,-60.5214,-35.322,
Bragado,06112,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular José Ignacio Warnes,-60.5377,-34.9106,
Bragado,06112,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Bernardino Rivadavia,-60.7601,-34.9071,
Brandsen,06119,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Jeppener,-58.203,-35.2779,
Brandsen,06119,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular José de San Martín,-58.237,-35.1685,
Brandsen,06119,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Doctor Frutos Enrique Ortiz,-58.2389,-35.1588,
Campana,06126,Edificio de Cultura,Teatro,Bisellia Teatro Bar,-58.9575,-34.1663,
Campana,06126,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Pilar A. de Traverso,-58.9596,-34.1689,
Campana,06126,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Doctor Martín L. Becerra,-58.9601,-34.1708,
Campana,06126,Edificio de Cultura,Biblioteca Popular Pública Municipal,Biblioteca Popular Pública Municipal Doctor O. Amadeo,-58.9603,-34.1636,
Campana,06126,Edificio de Cultura,Teatro,Teatro Municipal Pedro Barbero,-58.9604,-34.1637,
Cañuelas,06134,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Barrio San Esteban,-58.7412,-35.0371,
Cañuelas,06134,Edificio de Cultura,Cine Teatro,Cine Teatro Cañuelas,-58.7624,-35.0542,
Cañuelas,06134,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-58.7629,-35.0537,
Capitán Sarmiento,06140,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Almafuerte,-59.7907,-34.1775,
Carlos Casares,06147,Edificio de Cultura,Cine Teatro,Cine Teatro Verdi,-61.3605,-35.622,
Carlos Casares,06147,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular José Ingenieros,-61.3641,-35.618,
Carlos Casares,06147,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular El Libro Alegre,-61.3659,-35.6223,
Carlos Casares,06147,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Coop.de la Esc.de Ed.Tec.,-61.3687,-35.6358,
Carlos Casares,06147,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Ernesto Ocampo,-61.4833,-35.4667,
Carlos Casares,06147,Edificio de Cultura,Biblioteca Popular Escolar,Biblioteca Popular Escolar Doctor Enrique Smith,-61.5936,-35.4952,
Carlos Tejedor,06154,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Roque Sáenz Peña,-62.4205,-35.3921,
Carlos Tejedor,06154,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Bernardino Rivadavia,-62.7736,-35.1966,
Carmen de Areco,06161,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan Bautista Alberdi,-59.8214,-34.3781,
Carmen de Areco,06161,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular José Hernández,-59.9,-34.6,
Castelli,06168,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan José Castelli,-57.8033,-36.0885,
Chacabuco,06210,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Guillermo Rawson,-60.0669,-34.605,
Chacabuco,06210,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Francisco Moreno,-60.4651,-34.6414,
Chacabuco,06210,Edificio de Cultura,Museo y Archivo Histórico,Museo y Archivo Histórico,-60.4669,-34.641,
Chacabuco,06210,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-60.4704,-34.6422,
Chascomús,06218,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular del Ipora Padre Luis Sánchez,-57.9962,-35.5681,
Chascomús,06218,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular San José Obrero,-58.0025,-35.564,
Chascomús,06218,Edificio de Cultura,Biblioteca Popular y Sociedad de Fomento,Biblioteca Popular y Sociedad de Fomento Nuestra Señora de Luján,-58.0107,-35.5659,
Chascomús,06218,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-58.0125,-35.5774,
Chascomús,06218,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Ambulante y Rural de Chascomus,-58.0128,-35.5593,
Chascomús,06218,Edificio de Cultura,Teatro,Teatro Municipal Brazzola,-58.0142,-35.579,
Chascomús,06218,Edificio de Cultura,Museo,Museo Pampeano de Chascomús,-58.0172,-35.5788,
Chivilcoy,06224,Edificio de Cultura,Cine,Espacio INCAA Centro Cultural Florencio Constantino,-59.9983,-34.9968,
Chivilcoy,06224,Edificio de Cultura,Teatro,Teatro Cine Español,-60.017,-34.895,
Chivilcoy,06224,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Doctor Antonio Novaro,-60.0177,-34.8965,
Chivilcoy,06224,Edificio de Cultura,Museo,Museo de Artes Plásticas Pompeo Boggio,-60.0227,-34.8913,
Chivilcoy,06224,Edificio de Cultura,Museo,Museo Histórico Municipal F. A. Castagnino,-60.0228,-34.8952,
Colón,06175,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Mariano Moreno,-61.099,-33.8905,
Coronel de Marina Leonardo Rosales,06182,Edificio de Cultura,Biblioteca Popular Escolar,Biblioteca Popular Escolar Ingeniero Luis Luiggi,-62.0706,-38.8778,
Coronel de Marina Leonardo Rosales,06182,Edificio de Cultura,Cinema,Cinema Colón,-62.0767,-38.8803,
Coronel de Marina Leonardo Rosales,06182,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan Bautista Alberdi,-62.0782,-38.8804,
Coronel de Marina Leonardo Rosales,06182,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Doctor Ricardo Gutierrez,-62.0784,-38.8777,
Coronel Dorrego,06189,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Florentino Ameghino,-60.6127,-38.7429,
Coronel Dorrego,06189,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular José A. Guisasola,-61.0917,-38.6744,
Coronel Dorrego,06189,Edificio de Cultura,Museo,Museo Regional Doctor Carlos Funes Derieul,-61.2881,-38.7176,
Coronel Dorrego,06189,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Coronel Dorrego,-61.2887,-38.7196,
Coronel Pringles,06196,Edificio de Cultura,Museo,Museo de Ciencias Naturales,-61.3486,-37.9835,
Coronel Pringles,06196,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Pringles,-61.3538,-37.9851,
Coronel Pringles,06196,Edificio de Cultura,Museo,Museo Miguel G. Flesia,-61.3581,-37.9832,
Coronel Suárez,06203,Edificio de Cultura,Asociación Biblioteca Popular Pública Escolar,Asociación Biblioteca Popular Pública Escolar Doctor Baldomero Fernandez More,-61.9237,-37.066,
Coronel Suárez,06203,Edificio de Cultura,Biblioteca Infantil,Biblioteca Infantil de Coronel Suárez,-61.9301,-37.4555,
Coronel Suárez,06203,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-61.934,-37.4566,
Dolores,06238,Edificio de Cultura,Museo,Museo del Colegio Nacional Aristóbulo del Valle,-57.6729,-36.3186,
Dolores,06238,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular General San Martín,-57.6786,-36.311,
Ensenada,06245,Edificio de Cultura,Biblioteca,Biblioteca Bartolomé Mitre,-57.9019,-34.8608,
Ensenada,06245,Edificio de Cultura,Biblioteca Municipal,Biblioteca Municipal,-57.9026,-34.8629,
Ensenada,06245,Edificio de Cultura,Centro Cultural,Centro Cultural La Vieja Estación,-57.9031,-34.8625,
Ensenada,06245,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan José Paso,-57.9053,-34.8613,
Ensenada,06245,Edificio de Cultura,Biblioteca,Biblioteca General San Martín,-57.9124,-34.8554,
Ensenada,06245,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Doctor Pedro Goyena,-57.9177,-34.8513,
Ensenada,06245,Edificio de Cultura,Museo y Biblioteca,Museo y Biblioteca Juan Guarnieri - Casa Huarpe,-57.9202,-34.8505,
Ensenada,06245,Edificio de Cultura,Museo,Museo Héroes de Malvinas,-57.924,-34.8464,
Ensenada,06245,Edificio de Cultura,Museo,Museo Histórico Fuerte de la Ensenada de Barragán,-57.9243,-34.8458,
Ensenada,06245,Edificio de Cultura,Museo,Museo Aeronaval,-57.9245,-34.8457,
Ensenada,06245,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Martín Rodríguez,-57.9319,-34.8969,
Ensenada,06245,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Mariano Moreno,-57.9327,-34.8976,
Ensenada,06245,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Osvaldo H. Merlo,-57.9867,-34.8062,
Escobar,06252,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan Bautista Alberdi,-58.7332,-34.4207,
Escobar,06252,Edificio de Cultura,Otro,La Kalimba Espacio de Arte,-58.7916,-34.352,
Escobar,06252,Edificio de Cultura,Teatro,Teatro Municipal Tomas Hugo Seminari,-58.7932,-34.3487,
Escobar,06252,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Bernardino Rivadavia,-58.832,-34.388,
Esteban Echeverría,06260,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Florentino Ameghino,-58.447,-34.8064,
Esteban Echeverría,06260,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular El Principito de Monte Grande,-58.4513,-34.8262,
