municipio_nombre,municipio_id,objeto,establecimiento,nombre_establecimiento,longitud,latitud,
La Plata,06441,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Florentino Ameghino,-58.0449,-34.8695,
La Plata,06441,Edificio de Cultura,Biblioteca,Biblioteca Romerense,-58.052,-34.9485,
La Plata,06441,Edificio de Cultura,Teatro,Teatro de Cámara Lumen Artis,-58.0523,-34.8664,
La Plata,06441,Edificio de Cultura,Centro Cultural,Centro Cultural Villa Elisa,-58.0795,-34.8532,
La Plata,06441,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Alejo Iglesias,-58.0806,-34.852,
La Plata,06441,Edificio de Cultura,Biblioteca,Biblioteca Ruta del Sol,-58.1778,-34.9502,
Lanús,06434,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Monte Chingolo,-58.3507,-34.7314,
Lanús,06434,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Olga Cossettini,-58.3539,-34.7148,
Lanús,06434,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Villa Mauricio,-58.3706,-34.7299,
Lanús,06434,Edificio de Cultura,Otro,El Matute Cultural,-58.3716,-34.693,
Lanús,06434,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Libertador San Martín,-58.3717,-34.715,
Lanús,06434,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Doctor E. Angel Barriocanal,-58.386,-34.7287,
Lanús,06434,Edificio de Cultura,Otro,Espacio Disparate Casa de Artes,-58.3872,-34.7073,
Lanús,06434,Edificio de Cultura,Biblioteca Popular Municipal,Biblioteca Popular Municipal Mariano Moreno,-58.388,-34.7054,
Lanús,06434,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan B. Justo,-58.3895,-34.7296,
Lanús,06434,Edificio de Cultura,Museo,Museo de Arte Contemporáneo del Sur - MACSur,-58.3935,-34.708,
Lanús,06434,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular José Mármol,-58.3948,-34.6755,
Lanús,06434,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Alberdi,-58.3963,-34.726,
Lanús,06434,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Casa de Cultura,-58.399,-34.7387,
Lanús,06434,Edificio de Cultura,Biblioteca Popular y Sociedad de Fomento,Biblioteca Popular y Sociedad de Fomento Domingo Faustino Sarmiento,-58.4094,-34.671,
Lanús,06434,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Osvaldo Pugliese,-58.4113,-34.7037,
Lanús,06434,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Florentino Ameghino,-58.4113,-34.696,
Lanús,06434,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular 1 de Mayo,-58.4158,-34.6825,
Lanús,06434,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular 16 de Septiembre,-58.4172,-34.7236,
Lanús,06434,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Mariano Moreno,-58.4173,-34.6997,
Laprida,06448,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Laprida,-60.7996,-37.5428,
Las Flores,06455,Edificio de Cultura,Otro,Espacio Teatral Delborde,-59.0976,-36.0229,
Las Flores,06455,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular 25 de Mayo,-59.0991,-36.0128,
Las Flores,06455,Edificio de Cultura,Cine,Cine San Martín,-59.0994,-36.0157,
Las Flores,06455,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Doctor Pablo A. Minellondo,-59.0996,-36.0148,
Las Flores,06455,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Ferroviaria Ingeniero C. Echague,-59.1053,-36.0145,
Leandro N. Alem,06462,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Mariano Moreno,-61.3911,-34.52,
Leandro N. Alem,06462,Edificio de Cultura,Biblioteca Popular Municipal,Biblioteca Popular Municipal Esteban Echeverria,-61.5423,-34.4964,
Leandro N. Alem,06462,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-61.8103,-34.4408,
Lezama,06466,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular José Ingenieros,-57.8992,-35.8753,
Lincoln,06469,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Bartolomé Mitre,-61.2878,-34.8671,
Lincoln,06469,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Fortín de la Cultura El Triunfo,-61.5125,-35.0878,
Lincoln,06469,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Paula Albarracín de Sarmiento,-61.5232,-34.8621,
Lincoln,06469,Edificio de Cultura,Otro,Ateneo Cultural Municipal,-61.5244,-34.8704,
Lincoln,06469,Edificio de Cultura,Museo,Museo Enrique Urcola,-61.5271,-34.87,
Lincoln,06469,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan Bautista Alberdi,-61.5292,-34.8691,
Lincoln,06469,Edificio de Cultura,Biblioteca Popular Municipal,Biblioteca Popular Municipal Domingo Faustino Sarmiento,-61.5326,-34.87,
Lincoln,06469,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular José M. Estrada,-61.7754,-34.9864,
Lincoln,06469,Edificio de Cultura,Asociación Biblioteca Popular Municipal,Asociación Biblioteca Popular Municipal Jullian de Castiglioni,-61.8063,-35.3622,
Lincoln,06469,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular José Ingenieros,-61.972,-35.1405,
Lincoln,06469,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-61.9904,-35.3924,
Lincoln,06469,Edificio de Cultura,Otro,Casa del Bicentenario de Trenque Lauquen,-62,-35,
Lobería,06476,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-58.784,-38.1647,
Lobería,06476,Edificio de Cultura,Museo,Museo de Ciencias Naturales Gesuán P. Noseda,-58.7846,-38.1675,
Lobería,06476,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular San Manuel,-58.8474,-37.7865,
Lobos,06483,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Héroes de Malvinas,-59.0933,-35.1844,
Lobos,06483,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Albino Capponi,-59.0962,-35.1855,
Lobos,06483,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Rivadavia,-59.0962,-35.1854,
Lobos,06483,Edificio de Cultura,Museo y Biblioteca Provincial,Museo y Biblioteca Provincial Presidente Juan Domingo Perón,-59.0971,-35.1903,
Lobos,06483,Edificio de Cultura,Teatro,El Teatrito,-59.098,-35.1867,
Lobos,06483,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-59.0992,-35.1698,
Lomas de Zamora,06490,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular San Juan,-58.3437,-34.7509,
Lomas de Zamora,06490,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular San José,-58.3639,-34.7495,
Lomas de Zamora,06490,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Julio Cortázar de Lomas Este,-58.3835,-34.7519,
Lomas de Zamora,06490,Edificio de Cultura,Centro Cultural,Centro Cultural El Refugio,-58.3882,-34.7436,
Lomas de Zamora,06490,Edificio de Cultura,Teatro,Teatro Maipú,-58.3907,-34.7435,
Lomas de Zamora,06490,Edificio de Cultura,Museo,Museo de Artes Plásticas Pío Collivadino,-58.3934,-34.7483,
Lomas de Zamora,06490,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Madre Teresa de Calcuta,-58.3941,-34.7479,
Lomas de Zamora,06490,Edificio de Cultura,Teatro,Ceta Teatro,-58.3943,-34.7476,
Lomas de Zamora,06490,Edificio de Cultura,Otro,El Galpón de Banfield,-58.3949,-34.7445,
Lomas de Zamora,06490,Edificio de Cultura,Biblioteca Popular e Instituto Cultural,Biblioteca Popular e Instituto Cultural Juan Maria Gutierrez,-58.3965,-34.762,
Lomas de Zamora,06490,Edificio de Cultura,Auditorio,Auditorio Sur,-58.3975,-34.7744,
Lomas de Zamora,06490,Edificio de Cultura,Centro Cultural y Social,Centro Cultural y Social No Me Olvides,-58.3982,-34.7672,
Lomas de Zamora,06490,Edificio de Cultura,Casa de Cultura,Casa de Cultura Temperley,-58.3991,-34.7774,
Lomas de Zamora,06490,Edificio de Cultura,Teatro,Teatro de las Memorias,-58.3996,-34.7582,
Lomas de Zamora,06490,Edificio de Cultura,Complejo Cultural,Complejo Cultural Banfield Teatro Ensamble,-58.3998,-34.7512,
Lomas de Zamora,06490,Edificio de Cultura,Teatro,Teatro Coliseo Lomas,-58.3998,-34.7614,
Lomas de Zamora,06490,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Vicente Longhi,-58.4011,-34.7824,
Lomas de Zamora,06490,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Antonio Mentruyt,-58.4011,-34.7611,
Lomas de Zamora,06490,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-58.402,-34.7396,
Lomas de Zamora,06490,Edificio de Cultura,Teatro,Teatro Nueva Roma,-58.403,-34.7808,
Lomas de Zamora,06490,Edificio de Cultura,Teatro,Teatro del Municipio de Lomas de Zamora,-58.4038,-34.757,
Lomas de Zamora,06490,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular de la ciudad,-58.4059,-34.7549,
Lomas de Zamora,06490,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular La Margarita Blanca,-58.408,-34.7781,
Lomas de Zamora,06490,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Escritores Argentinos,-58.4314,-34.8013,
Lomas de Zamora,06490,Edificio de Cultura,Otro,Casa Carlos Fuentealba,-58.4322,-34.7965,
Lomas de Zamora,06490,Edificio de Cultura,Biblioteca Popular y Sociedad de Fomento,Biblioteca Popular y Sociedad de Fomento Roberto Arlt,-58.4461,-34.7101,
Lomas de Zamora,06490,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Alfonsina Storni,-58.4468,-34.7499,
Lomas de Zamora,06490,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Leopoldo Marechal,-58.4558,-34.7136,
Luján,06497,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan Bautista Alberdi,-59.0765,-34.4888,
Luján,06497,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Ernesto Sabato,-59.1017,-34.5681,
Luján,06497,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Santa Elena,-59.1109,-34.5606,
Luján,06497,Edificio de Cultura,Bibiblioteca Obrera,Bibiblioteca Obrera Jean Jaures,-59.1111,-34.5655,
Luján,06497,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Ameghino,-59.1155,-34.5657,
Luján,06497,Edificio de Cultura,Cinema,Cinema Rosso,-59.1158,-34.5641,
Luján,06497,Edificio de Cultura,Teatro,Teatro Municipal Trinidad Guevara,-59.1183,-34.5658,
Luján,06497,Edificio de Cultura,Museo,Museo Municipal de Bellas Artes Fernán Félix de Amador,-59.1201,-34.5625,
Luján,06497,Edificio de Cultura,Complejo Museográfico Provincial,Complejo Museográfico Provincial Enrique Udaondo,-59.1217,-34.5628,
Magdalena,06505,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Edmundo Girardengo,-57.7525,-35.0882,
Maipú,06511,Edificio de Cultura,Biblioteca Popular Municipal,Biblioteca Popular Municipal Juan José Elizondo,-57.8803,-36.8598,
Malvinas Argentinas,06515,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular de los Polvorines,-58.6905,-34.502,
Malvinas Argentinas,06515,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Pablo Nogués,-58.7057,-34.4786,
Malvinas Argentinas,06515,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular William C.Morris,-58.7228,-34.4911,
Malvinas Argentinas,06515,Edificio de Cultura,Biblioteca,La Esperanza del Callao y Biblioteca Popular,-58.7363,-34.4662,
Malvinas Argentinas,06515,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular El Cruce de Papel,-58.7405,-34.4889,
Mar Chiquita,06518,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Bartolomé Mirabelli,-57.5078,-37.8418,
Mar Chiquita,06518,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Libro y escuela,-57.7287,-37.4459,
Mar Chiquita,06518,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular José María Viglietti,-57.7739,-37.2762,
Marcos Paz,06525,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular General San Martín,-58.8376,-34.7811,
Marcos Paz,06525,Edificio de Cultura,Cine Teatro,Cine Teatro Roma,-58.8385,-34.7812,
Mercedes,06532,Edificio de Cultura,Centro Cultural,Centro Cultural Julio Cesar Gioscio,-59.4309,-34.6508,
Mercedes,06532,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-59.4315,-34.6492,
Mercedes,06532,Edificio de Cultura,Cine,Cine Mercedes,-59.433,-34.6522,
Merlo,06539,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Malvinas argentinas,-58.6904,-34.6893,
Merlo,06539,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Ricardo Guiraldes de San Antonio de Padua,-58.6986,-34.6672,
Merlo,06539,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Genesis,-58.7116,-34.6504,
Merlo,06539,Edificio de Cultura,Teatro,Teatro Municipal de Merlo Enrique Santos Discépolo,-58.7233,-34.6666,
Merlo,06539,Edificio de Cultura,Espacio Cultural,Espacio Cultural Homero Manzi,-58.7254,-34.6652,
Merlo,06539,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Mariano Moreno,-58.7521,-34.6609,
Merlo,06539,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Manuel Galvez,-58.7691,-34.6799,
Merlo,06539,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Perito Moreno,-58.7898,-34.7105,
Monte,06547,Edificio de Cultura,Asociacion Cooperadora de la Biblioteca,Asociacion Cooperadora de la Biblioteca José Manuel,-58.8044,-35.2811,
Monte,06547,Edificio de Cultura,Centro Cultural Municipal,Centro Cultural Municipal Poeta Enrique Uza,-58.8052,-35.4411,
Monte,06547,Edificio de Cultura,Biblioteca Popular Municipal,Biblioteca Popular Municipal Manuel Belgrano,-58.8067,-35.4378,
Monte,06547,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-58.8867,-35.5463,
Monte Hermoso,06553,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Monte Hermoso,-61.289,-38.9853,
Moreno,06560,Edificio de Cultura,Biblioteca,Sociedad de fomento San Pedro y Biblioteca Popular,-58.7474,-34.6482,
Moreno,06560,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Ciudad de Paso del Rey,-58.7539,-34.6498,
Moreno,06560,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Horacio Quiroga,-58.767,-34.6036,
Moreno,06560,Edificio de Cultura,Teatro,Teatro Municipal Leopoldo Marechal de Moreno,-58.7909,-34.6513,
Moreno,06560,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Vicky,-58.7914,-34.634,
Moreno,06560,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular El Centro y los Chicos,-58.8158,-34.6712,
Moreno,06560,Edificio de Cultura,Asociación Civil Biblioteca Popular,Asociación Civil Biblioteca Popular El Cobijo,-58.8379,-34.6775,
Moreno,06560,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular San José Obrero,-58.8427,-34.6114,
Moreno,06560,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Vicenta Castro Cambon,-58.8561,-34.6348,
Moreno,06560,Edificio de Cultura,Biblioteca Popular Casa.Cultural,Biblioteca Popular Casa.Cultural Barrio Parque San Carlos,-58.8751,-34.6483,
Morón,06568,Edificio de Cultura,Biblioteca Popular Pública,Biblioteca Popular Pública Rosario Vera Peñaloza,-58.5864,-34.6469,
Morón,06568,Edificio de Cultura,Teatro,El Errante Club de Teatro,-58.594,-34.6258,
Morón,06568,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Parlante Sur,-58.6015,-34.6404,
Morón,06568,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Arturo Jauretche de El Palomar,-58.6055,-34.6277,
Morón,06568,Edificio de Cultura,Otro,Cultural Discóbolo,-58.6204,-34.656,
Morón,06568,Edificio de Cultura,Teatro,Teatro Municipal de Morón,-58.6225,-34.6506,
Morón,06568,Edificio de Cultura,Museo,Museo Histórico y de Arte General José de San Martín,-58.6242,-34.6488,
Morón,06568,Edificio de Cultura,Asociación y Biblioteca Popular,Asociación y Biblioteca Popular Juan Salvador Gaviota,-58.6243,-34.6549,
Morón,06568,Edificio de Cultura,Otro,La Casa del Poeta,-58.625,-34.6516,
Morón,06568,Edificio de Cultura,Museo,Museo Nacional de Aeronáutica Brig. Edmundo H. Civati Bernasconi,-58.6302,-34.6724,
Morón,06568,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular José Hernández,-58.6392,-34.6903,
Morón,06568,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular 9 de Julio,-58.6411,-34.6532,
Morón,06568,Edificio de Cultura,Teatro,Teatro Roberto Duran,-58.6501,-34.644,
Navarro,06574,Edificio de Cultura,Biblioteca Popular Pública,Biblioteca Popular Pública José R. de Erenchun,-59.2775,-35.0058,
Navarro,06574,Edificio de Cultura,Biblioteca Popular y Centro Cultural,Biblioteca Popular y Centro Cultural Almafuerte,-59.5426,-34.9232,
Necochea,06581,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular de Quequén,-58.7151,-38.5572,
Necochea,06581,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-58.7339,-38.5525,
Necochea,06581,Edificio de Cultura,Museo y Archivo Histórico Regional,Museo y Archivo Histórico Regional de Necochea,-58.7377,-38.5821,
Necochea,06581,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular José M. Estrada,-58.7388,-38.5533,
Necochea,06581,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Andrés Ferreyra,-58.7389,-38.5575,
Necochea,06581,Edificio de Cultura,Teatro,Teatro Municipal Luis Sandrini,-58.739,-38.5573,
Necochea,06581,Edificio de Cultura,Cine Teatro,Cine Teatro Paris,-58.7418,-38.5523,
Necochea,06581,Edificio de Cultura,Biblioteca Popular Pública,Biblioteca Popular Pública José Hernández,-59.263,-38.0067,
Olavarría,06595,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Sierras Bayas,-60.1589,-36.932,
Olavarría,06595,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-60.1632,-36.8631,
Olavarría,06595,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Sierra Chica,-60.2417,-36.8456,
Olavarría,06595,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Héctor N. Amoroso,-60.309,-36.8977,
Olavarría,06595,Edificio de Cultura,Teatro,Teatro Municipal Olavarria,-60.3225,-36.8941,
Olavarría,06595,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Ferroviaria M.Gandhi,-60.3238,-36.8981,
Olavarría,06595,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Armando Collinet,-60.3253,-36.8933,
Olavarría,06595,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular 1 de Mayo,-60.3253,-36.8887,
Olavarría,06595,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Coty Laborde,-60.3324,-36.8883,
Olavarría,06595,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Independencia,-60.3396,-36.8887,
Patagones,06602,Edificio de Cultura,Casa de la Cultura,Casa de la Cultura Carmen de Patagones,-62.9846,-40.8036,
Patagones,06602,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Cervantes,-62.9848,-40.8019,
Patagones,06602,Edificio de Cultura,Museo,Museo Histórico Regional Emma Nozzi,-62.9856,-40.8034,
Patagones,06602,Edificio de Cultura,Museo,Museo Carmen de Patagones de la Prefectura Naval Argentina,-62.9897,-40.7997,
Pehuajó,06609,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Bernardino Rivadavia,-61.8976,-35.8094,
Pehuajó,06609,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Agustín Álvarez,-61.8997,-35.8153,
Pehuajó,06609,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Doctor Dardo Rocha,-61.9001,-35.8167,
Pehuajó,06609,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Nuestra Señora de Luján,-62.067,-35.8534,
Pehuajó,06609,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-62.298,-35.8566,
Pellegrini,06616,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Bartolomé Mitre,-63.1663,-36.2679,
Pergamino,06623,Edificio de Cultura,Biblioteca Pública,Biblioteca Pública Domingo Faustino Sarmiento,-60.3815,-33.9253,
Pergamino,06623,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-60.5053,-34.0281,
Pergamino,06623,Edificio de Cultura,Teatro,Teatro Municipal Unión Ferroviaria,-60.57,-33.8899,
Pergamino,06623,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Guido y Spano,-60.5754,-33.8952,
Pergamino,06623,Edificio de Cultura,Biblioteca Popular Pública Municipal,Biblioteca Popular Pública Municipal Doctor Menéndez,-60.5763,-33.8956,
Pergamino,06623,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular José Manuel Estrada,-60.5804,-33.8982,
Pergamino,06623,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Manuel Belgrano,-60.5812,-33.8898,
Pergamino,06623,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-60.5815,-33.8929,
Pergamino,06623,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Almafuerte,-60.65,-33.7667,
Pergamino,06623,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Melchor Echague,-60.7081,-33.6633,
Pila,06630,Edificio de Cultura,Biblioteca Popular Pública Municipal,Biblioteca Popular Pública Municipal Bartolomé Mitre,-58.1415,-36.0039,
Pilar,06638,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular P.U.M.A.,-58.7764,-34.4583,
Pilar,06638,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Presidente Derqui,-58.836,-34.4932,
Pilar,06638,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Bartolomé Mitre,-58.914,-34.4577,
Pilar,06638,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Javier Velazquez,-58.9931,-34.4541,
Pinamar,06644,Edificio de Cultura,Teatro,Teatro de la Torre,-56.8642,-37.1117,
Pinamar,06644,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Manuel Belgrano,-56.867,-37.1087,
Pinamar,06644,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular de Ostende,-56.8892,-37.1245,
Puán,06651,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Bernardino Rivadavia,-62.7665,-37.5486,
Puán,06651,Edificio de Cultura,Museo,Museo Municipal Ignacio Balvidares,-62.7674,-37.5434,
Puán,06651,Edificio de Cultura,Casa y Biblioteca Popular,Casa y Biblioteca Popular José Hernández,-63.0386,-37.8062,
Puán,06651,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Sur,-63.1591,-37.6929,
Punta Indio,06655,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Mariano Moreno,-57.3391,-35.3854,
Quilmes,06658,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular del Río de Quilmes,-58.2297,-34.7076,
Quilmes,06658,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular de Ezpeleta Alfonsina Storni,-58.2352,-34.75,
Quilmes,06658,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Atahualpas,-58.2434,-34.7509,
Quilmes,06658,Edificio de Cultura,Museo,Museo de Artes Visuales Victor E. Roverano,-58.2519,-34.7192,
Quilmes,06658,Edificio de Cultura,Teatro,Teatro Municipal de Quilmes,-58.2533,-34.7226,
Quilmes,06658,Edificio de Cultura,Biblioteca Popular Municipal,Biblioteca Popular Municipal Domingo Faustino Sarmiento,-58.2539,-34.7212,
Quilmes,06658,Edificio de Cultura,Museo,Museo Municipal Histórico Fotográfico de Quilmes Gerónima Irma Giles y Gaetano De Mayol,-58.2541,-34.7258,
Quilmes,06658,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular José de San Martín,-58.2581,-34.7269,
Quilmes,06658,Edificio de Cultura,Centro Cultural,Centro Cultural Polaridades,-58.2703,-34.7239,
Quilmes,06658,Edificio de Cultura,Museo,Museo Municipal del Transporte Don Carlos Hillner y Decoud,-58.274,-34.7502,
Quilmes,06658,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Pedro Goyena,-58.2742,-34.7231,
Quilmes,06658,Edificio de Cultura,Asociación y Biblioteca Popular,Asociación y Biblioteca Popular Doctor Juan Martín Vilaseca,-58.2767,-34.7339,
Quilmes,06658,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Los Cooperarios,-58.2799,-34.7533,
Quilmes,06658,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular José Manuel Estrada,-58.28,-34.7066,
Quilmes,06658,Edificio de Cultura,Asociación Cultural,Asociación Cultural Mariano Moreno,-58.2835,-34.7109,
Quilmes,06658,Edificio de Cultura,Museo,Museo Municipal Histórico Regional Almirante Brown,-58.2847,-34.7123,
Quilmes,06658,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Ricardo Rojas,-58.2906,-34.768,
