municipio_nombre,municipio_id,objeto,establecimiento,nombre_establecimiento,longitud,latitud,
Quilmes,06658,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular de Don Bosco,-58.2941,-34.7,
Quilmes,06658,Edificio de Cultura,Biblioteca Popular y Asociación Vecinal,Biblioteca Popular y Asociación Vecinal Santos Vega,-58.297,-34.7177,
Quilmes,06658,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Joan Rico de Bahía,-58.3069,-34.7702,
Quilmes,06658,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan Bautista Alberdi,-58.3098,-34.7779,
Ramallo,06665,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Rincón de Luz,-59.9788,-33.5686,
Ramallo,06665,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular José Manuel Estrada,-60.0021,-33.4845,
Ramallo,06665,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Fortunato Zampa,-60.0687,-33.4996,
Ramallo,06665,Edificio de Cultura,Biblioteca Popular Escolar,Biblioteca Popular Escolar Perez Millan,-60.0955,-33.7738,
Ramallo,06665,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Carlos Ángel González,-60.1454,-33.4367,
Rauch,06672,Edificio de Cultura,Ropero Comunitario y Biblioteca Popular,Ropero Comunitario y Biblioteca Popular Eva Perón,-59.0861,-36.7718,
Rauch,06672,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Guido y Spano,-59.0923,-36.7777,
Rauch,06672,Edificio de Cultura,Museo,Museo Municipal de Artes Plásticas Faustino Jorge Bonadeo,-59.0933,-36.7784,
Rivadavia,06679,Edificio de Cultura,Biblioteca Municipal Popular,Biblioteca Municipal Popular Doctor Tomás Jofré,-62.9723,-35.4871,
Rojas,06686,Edificio de Cultura,Biblioteca Popular Pública Municipal,Biblioteca Popular Pública Municipal W.T.de P.de Galiano,-60.7321,-34.1991,
Rojas,06686,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan Bautista Alberdi de Rojas,-60.7334,-34.2012,
Roque Pérez,06693,Edificio de Cultura,Centro Cultural,Centro Cultural Roque Perez,-59.3325,-35.3984,
Roque Pérez,06693,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Esteban Echeverría,-59.335,-35.3978,
Saavedra,06700,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan Bautista Alberdi,-62.3145,-37.5099,
Saavedra,06700,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan Bautista Alberdi,-62.3481,-37.7686,
Saavedra,06700,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-62.4039,-37.6051,
Saavedra,06700,Edificio de Cultura,Museo y Archivo,Museo y Archivo de La Ciudad de Pigüé,-62.418,-37.6065,
Saladillo,06707,Edificio de Cultura,Biblioteca Popular Municipal,Biblioteca Popular Municipal Bartolomé Mitre,-59.7826,-35.6409,
Salliqueló,06721,Edificio de Cultura,Museo,Museo Gabriel Campomar Cervera,-62.9592,-36.7524,
Salto,06714,Edificio de Cultura,Museo,Museo Rincón de Historia,-60.2496,-34.2931,
Salto,06714,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Mariano Moreno,-60.2517,-34.2918,
Salto,06714,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Doctor Tristán G. Lobos,-60.2537,-34.2937,
Salto,06714,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-60.2544,-34.2896,
Salto,06714,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan Bautista Alberdi,-60.2553,-34.2958,
Salto,06714,Edificio de Cultura,Cine,Cine Cervantes,-60.2553,-34.293,
Salto,06714,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Renacer,-60.4107,-34.1031,
San Andrés de Giles,06728,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Alberdi,-59.4473,-34.4434,
San Antonio de Areco,06735,Edificio de Cultura,Museo,Museo Evocativo Y De Bellas Artes Osvaldo Gasparini,-59.4688,-34.2472,
San Antonio de Areco,06735,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Belgrano,-59.4731,-34.2433,
San Antonio de Areco,06735,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Mariano Moreno,-59.4735,-34.2485,
San Antonio de Areco,06735,Edificio de Cultura,Museo,Museo de Artes Plásticas Juan B. Tapia,-59.4743,-34.243,
San Antonio de Areco,06735,Edificio de Cultura,Centro Cultural Museo,Centro Cultural Museo y Usina Vieja,-59.4751,-34.2424,
San Antonio de Areco,06735,Edificio de Cultura,Museo,Parque Criollo y Museo Gauchesco Ricardo Güiraldes,-59.4816,-34.2375,
San Cayetano,06742,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-59.6103,-38.3453,
San Cayetano,06742,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Bernardino Rivadavia,-59.6125,-38.3453,
San Fernando,06749,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Rómulo S. Naín,-58.5418,-34.454,
San Fernando,06749,Edificio de Cultura,Teatro,Teatro Municipal Julio Martinelli,-58.5428,-34.4544,
San Fernando,06749,Edificio de Cultura,Museo,Museo Ovni y de la Ciencia,-58.5542,-34.4365,
San Fernando,06749,Edificio de Cultura,Biblioteca Popular y Sociedad de Fomento,Biblioteca Popular y Sociedad de Fomento Santa Genoveva,-58.5579,-34.443,
San Fernando,06749,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Delta del Paraná,-58.558,-34.4431,
San Fernando,06749,Edificio de Cultura,Teatro,Teatro Ateneo Popular Esteban Echeverría,-58.5585,-34.4393,
San Fernando,06749,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan N. Madero,-58.5603,-34.4383,
San Fernando,06749,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Doctora Alicia Moreau de Justo,-58.5649,-34.4569,
San Fernando,06749,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular de San Fernando Leopoldo Murcho,-58.5741,-34.4482,
San Fernando,06749,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular La Casa de las Palabras,-58.5743,-34.4625,
San Isidro,06756,Edificio de Cultura,Teatro,Teatro de la Cova,-58.4898,-34.4837,
San Isidro,06756,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Bernardino Rivadavia,-58.4999,-34.4864,
San Isidro,06756,Edificio de Cultura,Teatro,Teatro de la Media Legua,-58.4999,-34.4864,
San Isidro,06756,Edificio de Cultura,Museo,Museo Chavón De Huantar,-58.5005,-34.4987,
San Isidro,06756,Edificio de Cultura,Museo,Museo Histórico Municipal Brigadier General Juan M. Pueyrredón,-58.5033,-34.4702,
San Isidro,06756,Edificio de Cultura,Casa de Cultura,Casa de Cultura Acassuso,-58.5053,-34.4796,
San Isidro,06756,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular de la Ribera,-58.5069,-34.4659,
San Isidro,06756,Edificio de Cultura,Museo Biblioteca y Archivo Histórico Municipal,Museo Biblioteca y Archivo Histórico Municipal de San Isidro Dr. Horacio Beccar Varela,-58.5073,-34.4673,
San Isidro,06756,Edificio de Cultura,Otro,El Silo del Bajo,-58.5084,-34.4624,
San Isidro,06756,Edificio de Cultura,Teatro,Teatro Auditorio San Isidro,-58.5093,-34.4684,
San Isidro,06756,Edificio de Cultura,Teatro,Teatro Stella Maris,-58.5094,-34.4704,
San Isidro,06756,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan M. de Pueyrredón,-58.5104,-34.4682,
San Isidro,06756,Edificio de Cultura,Teatro,Teatro Municipal del Viejo Concejo de San Isidro,-58.5105,-34.4679,
San Isidro,06756,Edificio de Cultura,Casa de Cultura,Casa de Cultura San Isidro Centro,-58.513,-34.4736,
San Isidro,06756,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular del Labrador,-58.5167,-34.4709,
San Isidro,06756,Edificio de Cultura,Museo,Museo Lucy Mattos,-58.5203,-34.459,
San Isidro,06756,Edificio de Cultura,Centro Cívico Cultural,Centro Cívico Cultural Beccar,-58.5271,-34.461,
San Isidro,06756,Edificio de Cultura,Casa de Cultura,Casa de Cultura de Villa Adelina,-58.543,-34.5167,
San Isidro,06756,Edificio de Cultura,Biblioteca Popular y Centro Cultural,Biblioteca Popular y Centro Cultural de Beccar,-58.547,-34.4715,
San Isidro,06756,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Club de madres de B.Sauce,-58.5477,-34.465,
San Isidro,06756,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Cava Joven,-58.5495,-34.4745,
San Isidro,06756,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Martín Güemes,-58.5501,-34.528,
San Isidro,06756,Edificio de Cultura,Museo,Museo de la Palabra,-58.5531,-34.5207,
San Miguel,06760,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Hist. E. I. Munzon,-58.6681,-34.5585,
San Miguel,06760,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Entre Todos,-58.688,-34.581,
San Miguel,06760,Edificio de Cultura,Museo,Museo Mariposas del Mundo,-58.704,-34.5401,
San Miguel,06760,Edificio de Cultura,Biblioteca Popular Municipal,Biblioteca Popular Municipal Domingo Faustino Sarmiento,-58.712,-34.5437,
San Miguel,06760,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular El Faro,-58.7173,-34.5664,
San Nicolás,06763,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Barrio del Carmen,-60.209,-33.3543,
San Nicolás,06763,Edificio de Cultura,Museo y Biblioteca,Museo y Biblioteca de La Casa del Acuerdo de San Nicolás,-60.2164,-33.3298,
San Nicolás,06763,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-60.2167,-33.3272,
San Nicolás,06763,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Rafael de Aguiar,-60.218,-33.3376,
San Nicolás,06763,Edificio de Cultura,Museo y Archivo Histórico Municipal,Museo y Archivo Histórico Municipal Don Gregorio Santiago Chervo,-60.221,-33.3272,
San Nicolás,06763,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Técnica de la Esc. Industrial,-60.2242,-33.335,
San Pedro,06770,Edificio de Cultura,Museo,Museo Fray José María Bottaro,-59.6617,-33.6757,
San Pedro,06770,Edificio de Cultura,Teatro,Teatro Municipal Siripo,-59.6631,-33.6781,
San Pedro,06770,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Rafael Obligado,-59.664,-33.6764,
San Pedro,06770,Edificio de Cultura,Cine Teatro,Cine Teatro La Palma,-59.668,-33.6787,
San Pedro,06770,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-59.875,-33.881,
San Vicente,06778,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-58.3832,-34.9745,
San Vicente,06778,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Bartolomé Mitre,-58.4228,-35.0247,
Suipacha,06784,Edificio de Cultura,Biblioteca Popular y Museo,Biblioteca Popular y Museo José Manuel Estrada,-59.6895,-34.7702,
Tandil,06791,Edificio de Cultura,Biblioteca Popular Escolar,Biblioteca Popular Escolar Juan José Castelli,-58.9169,-37.2519,
Tandil,06791,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Monseñor Luis J. Actis,-59.1125,-37.3222,
Tandil,06791,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular de las Mujeres,-59.1201,-37.3363,
Tandil,06791,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Martín Fierro,-59.1238,-37.2952,
Tandil,06791,Edificio de Cultura,Biblioteca Popular y Sociedad de Fomento,Biblioteca Popular y Sociedad de Fomento Doctor Mariano Moreno,-59.1279,-37.3114,
Tandil,06791,Edificio de Cultura,Museo,Museo Histórico Fuerte Independencia,-59.1307,-37.3206,
Tandil,06791,Edificio de Cultura,Museo,Museo Tradicionalista del Fuerte,-59.1311,-37.3201,
Tandil,06791,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan Bautista Alberdi,-59.1358,-37.3154,
Tandil,06791,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan Antonio Salceda,-59.1364,-37.3144,
Tandil,06791,Edificio de Cultura,Teatro,Teatro Municipal del Fuerte,-59.1365,-37.33,
Tandil,06791,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan B. Justo,-59.1371,-37.3192,
Tandil,06791,Edificio de Cultura,Museo,Museo Municipal de Bellas Artes de Tandil (Mumbat),-59.1372,-37.3303,
Tandil,06791,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Bernardino Rivadavia,-59.1377,-37.3268,
Tandil,06791,Edificio de Cultura,Teatro,Teatro La Fábrica,-59.1388,-37.3288,
Tandil,06791,Edificio de Cultura,Biblioteca Popular Municipal,Biblioteca Popular Municipal Asociación Sala Abierta de Lectura Infanto Juvenil,-59.1401,-37.3257,
Tandil,06791,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan L. Vatuone,-59.1467,-37.3265,
Tandil,06791,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Ernesto Valor,-59.1559,-37.3188,
Tandil,06791,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Paula Albarracín de Sarmiento,-59.1568,-37.2929,
Tandil,06791,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Sarmiento- Villa Italia- Tandil,-59.1587,-37.2949,
Tandil,06791,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Bepo Ghezzi,-59.1634,-37.3186,
Tandil,06791,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular José Ingenieros,-59.5075,-37.3986,
Tapalqué,06798,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Ramón Desiderio Parodi,-60.0188,-36.3613,
Tapalqué,06798,Edificio de Cultura,Biblioteca Popular Municipal,Biblioteca Popular Municipal José Hernández,-60.0237,-36.3573,
Tapalqué,06798,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular General Bartolomé Mitre,-60.0242,-36.358,
Tapalqué,06798,Edificio de Cultura,Museo y Centro de Cultura,Museo y Centro de Cultura,-60.0243,-36.355,
Tapalqué,06798,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular General San Martín,-60.0287,-36.3518,
Tigre,06805,Edificio de Cultura,Teatro,Teatro Nini Marshall,-58.5763,-34.4182,
Tigre,06805,Edificio de Cultura,Centro Cultural,Centro Cultural Comunitario y Biblioteca Popular Caraguata,-58.5809,-34.4227,
Tigre,06805,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-58.5846,-34.4202,
Tigre,06805,Edificio de Cultura,Museo,Museo Naval de La Nación,-58.5862,-34.4129,
Tigre,06805,Edificio de Cultura,Museo,Museo Histórico de La Prefectura Naval Argentina,-58.5878,-34.4208,
Tigre,06805,Edificio de Cultura,Museo,Museo de la Reconquista,-58.59,-34.4166,
Tigre,06805,Edificio de Cultura,Museo,Museo de Arte Tigre,-58.591,-34.4089,
Tigre,06805,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Troncos del Talar,-58.6039,-34.4507,
Tigre,06805,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Mariano Moreno,-58.609,-34.4822,
Tigre,06805,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Constancio C.Vigil,-58.611,-34.3955,
Tigre,06805,Edificio de Cultura,Biblioteca Popular y del Cine,Biblioteca Popular y del Cine Leonardo Favio,-58.6206,-34.4849,
Tigre,06805,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan José Castelli,-58.6344,-34.4541,
Tigre,06805,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular José Ingenieros,-58.6349,-34.494,
Tigre,06805,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Unión de Educ. de Tigre,-58.6418,-34.4594,
Tigre,06805,Edificio de Cultura,Teatro,Teatro Hindu,-58.6438,-34.5001,
Tigre,06805,Edificio de Cultura,Biblioteca Popular y Centro Cultural,Biblioteca Popular y Centro Cultural El talar,-58.6459,-34.4657,
Tigre,06805,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Ricardo Rojas,-58.6784,-34.4599,
Tigre,06805,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Lopez Camelo,-58.6953,-34.4489,
Tigre,06805,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Ricardo Güiraldes,-58.6985,-34.4124,
Tordillo,06812,Edificio de Cultura,Biblioteca Municipal Popular,Biblioteca Municipal Popular José Manuel Estrada,-57.3241,-36.5183,
Tornquist,06819,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular General San Martin,-61.7702,-38.2049,
Tornquist,06819,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Mariano Moreno,-61.794,-38.1341,
Tornquist,06819,Edificio de Cultura,Asociación Biblioteca Popular,Asociación Biblioteca Popular Macedonio Fernández,-61.9349,-38.0856,
Tornquist,06819,Edificio de Cultura,Museo,Museo Histórico Regional Fuerte Argentino,-62.2242,-38.1021,
Tornquist,06819,Edificio de Cultura,Teatro,Teatro Municipal Rodolfo Funke Torquinst,-62.2243,-38.1006,
Tornquist,06819,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Ernesto Tornquist,-62.2247,-38.1016,
Tornquist,06819,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan F. Cornaccini,-62.7,-38.1833,
Trenque Lauquen,06826,Edificio de Cultura,Museo,Museo Histórico de Las Campañas al Desierto General Conrado E. Villegas,-62.727,-35.9791,
Trenque Lauquen,06826,Edificio de Cultura,Biblioteca Popular Pública,Biblioteca Popular Pública Rivadavia,-62.7322,-35.9747,
Trenque Lauquen,06826,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Bartolomé Mitre,-62.7404,-35.9793,
Tres Arroyos,06833,Edificio de Cultura,Biblioteca Popular Pública,Biblioteca Popular Pública Amigos del libro,-59.7823,-38.6874,
Tres Arroyos,06833,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular San Francisco de Bellocq,-60.0151,-38.6913,
Tres Arroyos,06833,Edificio de Cultura,Museo,Museo Regional de Claromecó Aníbal Paz,-60.074,-38.8579,
Tres Arroyos,06833,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Doctor B.A. Houssay,-60.0742,-38.8573,
Tres Arroyos,06833,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-60.2723,-38.3792,
Tres Arroyos,06833,Edificio de Cultura,Museo,Museo de Bellas Artes de Tres Arroyos,-60.2733,-38.3785,
Tres Arroyos,06833,Edificio de Cultura,Cine,Cine El Solar del Tortoni,-60.2742,-38.3797,
Tres Arroyos,06833,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Vicente P. Cacuri,-60.275,-38.3795,
Tres Arroyos,06833,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Doctor José Campano,-60.276,-38.3804,
Tres Arroyos,06833,Edificio de Cultura,Museo,Museo Municipal José A. Mulazzi,-60.2788,-38.3744,
Tres Arroyos,06833,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular José Ingenieros,-60.2808,-38.3789,
Tres Arroyos,06833,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular La Tranquera,-60.292,-38.3643,
Tres Arroyos,06833,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Un mundo de libros,-60.3439,-38.8911,
Tres Arroyos,06833,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Almafuerte,-60.4524,-38.7229,
Tres Arroyos,06833,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Luz y Cultura,-60.467,-38.4946,
Tres de Febrero,06840,Edificio de Cultura,Instituto y Biblioteca Popular,Instituto y Biblioteca Popular Almafuerte,-58.5291,-34.6046,
Tres de Febrero,06840,Edificio de Cultura,Asociación Cultural y Biblioteca Popular,Asociación Cultural y Biblioteca Popular Mariano Moreno,-58.5299,-34.6007,
Tres de Febrero,06840,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular José Ingenieros,-58.5389,-34.6177,
Tres de Febrero,06840,Edificio de Cultura,Otro,La Brújula al Oeste,-58.5424,-34.6381,
Tres de Febrero,06840,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-58.5426,-34.6022,
Tres de Febrero,06840,Edificio de Cultura,Museo,Museo Histórico del Ejército Argentino,-58.5434,-34.6308,
Tres de Febrero,06840,Edificio de Cultura,Cine Teatro,Cine Teatro Ocean,-58.5439,-34.6013,
Tres de Febrero,06840,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Etelvina L. de Giorello,-58.5498,-34.6032,
Tres de Febrero,06840,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular 15 de Agosto,-58.5514,-34.6178,
Tres de Febrero,06840,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular General San Martín,-58.5587,-34.6035,
Tres de Febrero,06840,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Bartolomé Mitre,-58.5632,-34.6101,
Tres de Febrero,06840,Edificio de Cultura,Cine Teatro,Cine Teatro Paramount,-58.564,-34.6054,
Tres de Febrero,06840,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Patria y Labor,-58.565,-34.6099,
Tres de Febrero,06840,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan Bautista Alberdi,-58.5657,-34.6079,
Tres de Febrero,06840,Edificio de Cultura,Cine Teatro,Cine Teatro Helios,-58.5929,-34.6039,
Tres de Febrero,06840,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Ciudad Jardin,-58.5939,-34.5977,
Tres de Febrero,06840,Edificio de Cultura,Teatro,Teatro El Baldio,-58.5947,-34.5981,
Tres de Febrero,06840,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Juan Manuel Giufra,-58.5953,-34.6066,
Tres Lomas,06847,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Bernardino Rivadavia,-62.8583,-36.4618,
Vicente López,06861,Edificio de Cultura,Museo,Museo Rómulo Raggio,-58.4757,-34.5277,
Vicente López,06861,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Sudestada,-58.4786,-34.5371,
Vicente López,06861,Edificio de Cultura,Otro,Foro de las Ciencias y las Artes,-58.4792,-34.5318,
Vicente López,06861,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Bernardo Delom,-58.4826,-34.5257,
Vicente López,06861,Edificio de Cultura,Teatro,Teatro de Repertorio del Norte,-58.4832,-34.531,
Vicente López,06861,Edificio de Cultura,Cine Teatro,Cine Teatro York,-58.485,-34.5077,
Vicente López,06861,Edificio de Cultura,Casa de la Cultura Municipal,Casa de la Cultura Municipal,-58.4859,-34.5094,
Vicente López,06861,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Vicente Lopez y Planes,-58.4915,-34.5094,
Vicente López,06861,Edificio de Cultura,Museo,Museo Forrajería De La Familia García,-58.4916,-34.5269,
Vicente López,06861,Edificio de Cultura,Otro,Núcleo Espacio Artístico,-58.4927,-34.5069,
Vicente López,06861,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Arandu,-58.4933,-34.5202,
Vicente López,06861,Edificio de Cultura,Museo,Museo de la Piedra Argentina,-58.4969,-34.544,
Vicente López,06861,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular León Adolfo Vienni,-58.5026,-34.5468,
Vicente López,06861,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Nora Bombelli,-58.5112,-34.5328,
Vicente López,06861,Edificio de Cultura,Museo,Museo del Cine Lumiton,-58.5159,-34.5279,
Vicente López,06861,Edificio de Cultura,Centro Cultural Municipal,Centro Cultural Municipal Munro,-58.5239,-34.5304,
Vicente López,06861,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular José Murillo,-58.5277,-34.5462,
Villa Gesell,06868,Edificio de Cultura,Teatro,Teatro Gesell Plaza,-56.9697,-37.2571,
Villa Gesell,06868,Edificio de Cultura,Casa de la Cultura,Casa de la Cultura de Villa Gesell,-56.9722,-37.2613,
Villa Gesell,06868,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Rafael Obligado,-56.9723,-37.2546,
Villa Gesell,06868,Edificio de Cultura,Otro,La Casa de los Artistas,-56.9867,-37.2757,
Villa Gesell,06868,Edificio de Cultura,Asociación de Fomento,Asociación de Fomento Atlántica y Biblioteca Popular,-56.9895,-37.2692,
Villa Gesell,06868,Edificio de Cultura,Centro Cultural,Centro Cultural Homero Manzi,-56.9913,-37.2832,
Villarino,06875,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Argerich,-62.6056,-38.7735,
Villarino,06875,Edificio de Cultura,Biblioteca Popular Escolar,Biblioteca Popular Escolar Cervantes,-62.6089,-39.2595,
Villarino,06875,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Hilario Ascasubi,-62.65,-39.3762,
Villarino,06875,Edificio de Cultura,Biblioteca Popular Pública,Biblioteca Popular Pública Bartolomé Mitre,-62.6957,-38.8238,
Zárate,06882,Edificio de Cultura,Biblioteca Popular,Biblioteca Popular Domingo Faustino Sarmiento,-59.021,-34.1008,
Zárate,06882,Edificio de Cultura,Biblioteca Popular Pública Municipal,Biblioteca Popular Pública Municipal Doctor H. Pérez de la Torre,-59.0211,-34.1012,
Zárate,06882,Edificio de Cultura,Cine Teatro,Cine Teatro Coliseo,-59.0221,-34.0975,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
